"id","dpto","muni","URNGcia1999","URNGcia2003","URNGcia2007","URNGcia2011","URNGcia2015","FRG1999","FRG2003","FRG2007","FRG2015","fulldcha1999","fulldcha2003","fulldcha2007","fulldcha2011","fulldcha2015","fullizq1999","fullizq2003","fullizq2007","fullizq2011","fullizq2015","pop73","ind73","lit73","govt_vi","ceh_govt_vi","rebels_vi","rebels_vi_pre78","elev_sd","elev_mean","elev_max","forest","coffee_yield","roads_all","roads_paved","roads_paths","roads_paved_sh","area","dist_guate","dist_panam","govt_vi_l","ceh_govt_vi_l","rebels_vi_l","rebels_vi_pre78_l","lpop73","larea","ldist_guate","ldist_panam","roads_dirt_sh"
"11-4","Jutiapa","Comapa",0.00304208213621768,0.00139168084119375,0.00167845582064501,0.00183868595243932,0.00125125125125125,0.602501267534223,0.301994742539044,0.00923150701354754,0.00191858525191859,0.602501267534223,0.488170712849853,0.144946649082844,0.574895807796028,0.100433767100434,0.00304208213621768,0.163135920828823,0.413619470087519,0.00183868595243932,0.440857524190857,12494,0.001,0.28,0,0,0,0,301.870434115709,829.554597972003,1435.03186035156,0.155895691609977,1161,78879.3354198876,4798.6648231815,55520.9583520552,0.0608355128455054,163.006513831063,71.4265814952349,6.52126982951712,0,0,0,0,9.43300380805352,5.09379016216206,4.28257337973368,2.01773498401458,0.939164487154495
"11-5","Jutiapa","Conguaco",0.00789760348583878,0.00223078483066315,0.000526962936940102,0.00110741971207087,NA,0.341230936819172,0.564388562157777,0.0312664675917794,NA,0.341230936819172,0.910565808152505,0.477428420867732,0.208194905869324,NA,0.00789760348583878,0.0535388359359156,0.162655893202178,0.00110741971207087,NA,8577,0.124,0.372,0,0,0,0,269.90766706287,744.327537973071,1399.64624023438,0.269016697588126,1189,77740.7813018128,7207.00384648832,57717.1933748049,0.0927055751923639,149.16183180145,76.6834396287268,15.3816631942833,0,0,0,0,9.05683948099042,5.00503183601726,4.35264210246629,2.79616261138281,0.907294424807636
"11-6","Jutiapa","El Adelanto",0.0107108081791626,0,0.000666000666000666,NA,0.00144634075788256,0.482960077896787,0.419692737430168,0.0116550116550117,0.00347121781891814,0.482960077896787,0.92877094972067,0.326007326007326,NA,0.149840902516633,0.0107108081791626,0.0548184357541899,0.329004329004329,NA,0.452126120914087,3867,0,0.348,0,0,0,0,189.634864086213,922.869331201837,1396.8134765625,0.275,NA,18112.2346603106,0,14794.2280465327,0,29.1068511281145,81.2325315219541,11.4611189922652,0,0,0,0,8.2602342916073,3.37097358042305,4.40955098437728,2.52261331608978,1
"11-7","Jutiapa","El Progreso",0.0348560294436025,0.00269593683805122,0.00860178782256704,0.00771432126415329,0.00695615514333895,0.508768131630223,0.113229347198151,0.0305279136447968,0.00590219224283305,0.508768131630223,0.580589254766031,0.38927306459774,0.516735100161752,0.381218381112985,0.0348560294436025,0.1894858463316,0.209816157868106,0.00771432126415329,0.0741989881956155,11325,0.017,0.505,0,0,0,0,110.628255224857,1038.57247710945,1549.67614746094,0.0723742277140335,1458.5,81443.2912792284,31489.0574094445,21952.8033476379,0.386637830014559,104.286759166628,66.6034451071155,0,0,0,0,0,9.33476795035124,4.64714440444295,4.21365894487335,0,0.613362169985441
"11-8","Jutiapa","Jalpatagua",0.0111786947229985,0.00337342329128777,0.00118413262285376,0.00188374596340151,0.000417118545090515,0.498602663159625,0.22528600762687,0.0269982238010657,0.005672812213231,0.498602663159625,0.552801408037548,0.363055062166963,0.435414424111948,0.371485776257612,0.0111786947229985,0.136550308008214,0.261338069863825,0.00188374596340151,0.190539751397347,13449,0.035,0.407,0,0,0,0,219.711530545251,670.894883505191,1334.73583984375,0.158509454949944,1117.66666666667,88920.9287713453,46681.6596076286,40019.3743831559,0.524979442440009,165.979194963985,64.8222362680937,1.28203487505299,0,0,0,0,9.50666003282355,5.11186244895963,4.18695771844843,0.825067533993127,0.475020557559991
"11-9","Jutiapa","Jerez",0.0783466995681678,0.00132919805050953,0.00296108291032149,0.00804681784930505,0.00568862275449102,0.601480567550895,0.231723526805494,0.00803722504230118,0.00479041916167665,0.601480567550895,0.653965440850687,0.134940778341794,0.375640087783467,0.205988023952096,0.0783466995681678,0.185644661054497,0.33502538071066,0.00804681784930505,0.419461077844311,3448,0.001,0.565,0,0,0,0,205.265948952057,814.841564202074,1753.90307617188,0.230636833046472,NA,28204.9842043647,0,13279.1100493865,0,53.6105256065207,94.7376646710767,8.53783339742519,0,0,0,0,8.14554963178358,3.98174542205404,4.56161179126115,2.25526635247932,1
"12-1","Peten","Dolores",0.227135210612055,0.00552486187845304,0.0036195164326046,0.0161290322580645,0.00232307309383556,0.389341400977426,0.235174953959484,0.0849862458375561,0.00365054343317017,0.389341400977426,0.507918968692449,0.340813667294049,0.309948116399729,0.196880444702564,0.227135210612055,0.24585635359116,0.411900970030404,0.0161290322580645,0.112752011947233,6563,0.1,0.441,203,50,2,0,115.851801194965,303.05722393089,855.227416992188,0.57213809812235,1741,359207.289185244,44428.5004926697,156914.257919755,0.123684852257433,3018.61386977347,193.454696565764,196.899227303221,3.46357659465507,2.15390724570849,0.266002780552469,0,8.78920309447372,8.01255302148502,5.27019921338677,5.28775794811995,0.876315147742567
"12-10","Peten","San Francisco",0.319852941176471,0.00367496937525521,0.00401854714064915,0.0216649949849549,0.00623700623700624,0.357668067226891,0.14822376480196,0.0108191653786708,0.00190575190575191,0.357668067226891,0.409554920375664,0.295826893353941,0.286860581745236,0.134268884268884,0.319852941176471,0.506737443854635,0.515610510046368,0.0216649949849549,0.32952182952183,1658,0.026,0.811,0,0,0,0,31.5299465480368,179.903524658321,280.951934814453,0.736036036036036,1751.25,155662.17762381,8939.0172636564,61916.5366714311,0.0574257497878475,405.812100256845,225.446285452264,207.187842390303,0,0,0,0,7.41336733569524,6.00589024522425,5.42250776647737,5.33844076057724,0.942574250212152
"12-11","Peten","San Jose",0.0186385737439222,0.00186915887850467,0.000515463917525773,NA,0,0.382495948136143,0.187538940809969,0.0164948453608247,0.00343878954607978,0.382495948136143,0.685981308411215,0.220103092783505,NA,0.19222833562586,0.0186385737439222,0.15202492211838,0.315463917525773,NA,0.179160935350757,567,0.012,0.806,0,0,0,0,57.9910610074927,297.054437255728,1483.47814941406,0.89647657101344,1764.41666666667,126104.874343236,0,91774.1684521429,0,1692.14496915316,263.142101413996,247.832675201122,0,0,0,0,6.34035930372775,7.43375221566445,5.57648722126659,5.51678068343606,1
"12-12","Peten","San Luis",0.318537487551572,0.0147659854976928,0.00262533875338753,0.0232515894641235,0.108542567140984,0.263622136861573,0.112326961107449,0.0345528455284553,0.00446797144383469,0.263622136861573,0.433750823994726,0.227811653116531,0.263275809869815,0.181778446894274,0.318537487551572,0.354911008569545,0.53345189701897,0.0232515894641235,0.324025059492011,15468,0.632,0.171,7,0,0,0,109.861434859346,268.573998974385,713.5703125,0.833951702141509,1731.41176470588,388771.229373201,56482.1438073967,106715.89937109,0.145283754403484,2813.04842450483,156.133938227754,160.688079945455,0.373318700925136,0,0,0,9.64652865272719,7.94202402288304,5.05709855138795,5.08566904676907,0.854716245596516
"12-13","Peten","Santa Ana",0.110545947778908,0.0026542800265428,0.000233699462491236,0.0262269938650307,0.00410380205190103,0.617158358765683,0.184472461844725,0.0301472306613695,0.0051901025950513,0.617158358765683,0.645985401459854,0.364571161486329,0.428220858895706,0.273385636692818,0.110545947778908,0.148639681486397,0.316429072213134,0.0262269938650307,0.0989740494870247,1276,0.108,0.435,3,0,0,0,66.3183481262966,254.655689138312,414.757751464844,0.606080312144367,1766.91666666667,247899.873794532,69810.7113378308,71502.8862634752,0.281608498904249,1121.78700744251,231.642328022664,224.656065390259,1.2092878082402,0,0,0,7.15148546390474,7.02267823512315,5.44950220127008,5.41901200554951,0.718391501095751
"12-14","Peten","Sayaxche",0.448303203298446,0.0521850899742931,0.00910777534154157,0.0416139058363071,0.00729102485109879,0.25547098001903,0.0912596401028278,0.0264800134930005,0.00487779831587595,0.25547098001903,0.317352185089974,0.240681396525552,0.176988603660642,0.11285684945574,0.448303203298446,0.520565552699229,0.368780570079271,0.0416139058363071,0.440747586773465,5001,0.366,0.368,38,0,1,0,20.6620255028245,148.332927974302,298.910247802734,0.677288101111309,1744.27272727273,219237.039096546,86997.0931969716,90093.2974566715,0.396817497424149,3592.21058365996,157.426408301948,140.763317674621,2.15158547880034,0,0.182288229570609,0,8.5173931714189,8.18652305344419,5.0652901845622,4.95415889004384,0.603182502575851
"12-3","Peten","Flores",0.236012608353034,0.00282637954239569,0.00295017482517483,0.0123355263157895,0.00367941129419293,0.489558707643814,0.14764468371467,0.0387893356643357,0.0051991681330987,0.489558707643814,0.547779273216689,0.381555944055944,0.382154605263158,0.324188129899216,0.236012608353034,0.268102288021534,0.371722027972028,0.0123355263157895,0.100143976963686,8774,0.115,0.599,59,20,0,1,70.7155723537497,237.201001170558,466.514312744141,0.854902994169768,1764.05405405405,564100.543758429,92525.0185593494,356650.080606107,0.164022211258446,4296.43541846048,258.153028370599,244.034871984128,2.04438583782879,1.18767939887082,0,0.107932996103941,9.07954808172616,8.36554098544293,5.55741873035018,5.50140053504521,0.835977788741554
"12-4","Peten","La Libertad",0.275366701950703,0.00406309751434034,0.00828706389326262,0.0582216264521895,0.012870067535998,0.412369575079389,0.216897705544933,0.0435899560785614,0.00637132056237523,0.412369575079389,0.417423518164436,0.431838899477915,0.392448614834674,0.217601834940322,0.275366701950703,0.308675908221797,0.31051628408055,0.0582216264521895,0.282546829206133,3576,0.13,0.482,199,49,8,0,79.6613531368864,172.528096430907,666.480773925781,0.574549816863841,1524.40963855422,585788.548357113,149961.642976439,232814.211847873,0.255999615214427,7132.24606272395,203.177774593181,159.733790159501,4.03687026746663,2.68801488454359,1.17468913201792,0,8.18200013629341,8.87238147961109,5.31899105844149,5.07974951921201,0.744000384785573
