"id","dpto","muni","URNGcia1999","URNGcia2003","URNGcia2007","URNGcia2011","URNGcia2015","FRG1999","FRG2003","FRG2007","FRG2015","UNE2003","UNE2007","UNE2015","PP2003","PP2007","PP2011","PP2015","censo1999","censo2003","censo2007","censo2011","censo2015","part1999","part2003","part2007","part2011","part2015","fulldcha1999","fulldcha2003","fulldcha2007","fulldcha2011","fulldcha2015","pop73","pop81","ind73","ind81","lit73","lit81","coop_all","coop_81","coop_81_96","coop_86_96","coop_post96","sh_prod_indig64","sh_superf_indig64","superf_by_prod64","share_arrenda64f","share_arrenda50","superf_by_prod50","superf_by_prod_change5064","change5064_share_arrenda","change5064_share_arrenda_abs","ig_evang_81","govt_ev","govt_vi","inclpac_ev","inclpac_vi","nopac_ev","nopac_vi","onlypac_ev","onlypac_vi","rebels_ev","rebels_vi","ceh_govt_ev","ceh_govt_vi","ceh_inclpac_ev","ceh_inclpac_vi","ceh_nopac_ev","ceh_nopac_vi","rebels_ev_pre78","rebels_vi_pre78","elev_sd","elev_mean","elev_max","forest","coffee_yield","roads_all","roads_paved","roads_paths","roads_paved_sh","area","dist_guate","dist_panam","govt_vi_l","inclpac_vi_l","nopac_vi_l","onlypac_vi_l","rebels_vi_l","rebels_vi_pre78_l","ceh_govt_vi_l","ceh_inclpac_vi_l","ceh_nopac_vi_l","lpop73","lpop81","larea","ldist_guate","lsuperf_by_prod_change5064","ldist_panam","compet1999","roads_dirt_sh"
"13-3","Quetzaltenango","Cajola",0.39385150812065,0.0799021606196494,0.0192243950944647,0.0811032222829055,0.0662525879917184,0.116009280742459,0.24378312270689,0.0142525687769307,0.00786749482401656,0.17570322054627,0.315213788531654,0.206004140786749,0.097431716265797,0.118329466357309,0.238667394866193,0.248447204968944,4185,4786,0,6652,7060,0.41194743130227,0.512536564981195,NA,0.550511124473842,0.684135977337111,0.116009280742459,0.341214838972687,0.132582035134239,0.238667394866193,0.256314699792961,5434,6369,0.933,0.932,0.148,0.227,0,0,0,0,0,0.931767337807606,0.871846619576186,1.10850111856823,0.00591715976331361,0.00911458333333333,1.51041666666667,0.733904188845175,0.649196956889264,-0.00319742357001972,11,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,150.91046171173,2668.67048848231,3162.22607421875,0.288288288288288,NA,25998.0411380986,0,14001.7920418418,0,20.7697814981421,121.779980825644,10.8029846299658,0.168920917812679,0,0.168920917812679,0,0,0,0,0,0,8.60043078998629,8.75919775037137,3.03349911776249,4.81039397983094,-0.309376791796264,2.46835243423188,0.922803696685526,1
"13-4","Quetzaltenango","Cantel",0.197372796807449,0.020814880425155,0.0106132075471698,0.0650697175545227,0.0258593991947972,0.373794479547722,0.0658399763802775,0.0325471698113208,0.016568597088882,0.505609684086212,0.36002358490566,0.0811396717249923,0.235459108355477,0.216155660377358,0.224705041115481,0.00712294828120161,11079,12383,0,17637,18524,0.542828775160213,0.54704029718162,NA,0.634348245166412,0.697257611746923,0.373794479547722,0.301299084735754,0.248702830188679,0.224705041115481,0.0236915453700836,13872,16561,0.931,0.935,0.561,0.708,3,0,2,2,1,0.946897374701671,0.833010960670535,1.8508353221957,0.00645624103299857,0.0161527165932452,1.75330396475771,1.05562718125232,0.399700013042911,-0.00969647556024666,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.989233322631,2614.23778046335,3343.05078125,0.317604355716878,0,47855.4513664635,9783.89707859421,38071.5542878693,0.204446866537145,50.9182212230852,101.599938074039,1.28846252075696,0,0,0,0,0,0,0,0,0,9.53762769902032,9.71480581258949,3.93022084030381,4.63083732916962,0.0541350748914208,0.827880203768345,0.968875389859091,0.795553133462855
"13-5","Quetzaltenango","Coatepeque",0.174225088412731,0.106521847441582,0.0472201422688132,0.0334002244821605,0.046333512675254,0.518046598710214,0.120372676996662,0.0297641332834144,0.00398772035319809,0.268148074336107,0.264554473979783,0.350476311042188,0.347665786458074,0.27218270310745,0.344444066528349,0.0152546127796943,44464,44320,0,58840,56423,0.432439726520331,0.452865523465704,NA,0.499677090414684,0.560002126792266,0.518046598710214,0.468038463454736,0.301946836390865,0.344444066528349,0.0192423331328924,44859,50106,0.412,0.337,0.507,0.621,11,0,6,4,5,0.564561734213007,0.117925077413797,13.4938737040528,0.329951014695591,0.534506716072256,24.3223714682723,0.55479268218788,0.617300035292705,-0.204555701376664,46,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,152.522122135586,139.341042938432,719.283508300781,0.116481602438493,856.666666666667,263176.442732939,58792.410668613,110392.354241935,0.223395415099038,421.631370512125,142.754592026044,45.3910448343381,0.0220472344272141,0,0.0220472344272141,0,0,0,0,0,0,10.711279516252,10.8218960403813,6.04413140269459,4.96810762369625,-0.589160780628666,3.8371064413455,0.881786769056758,0.776604584900962
"13-6","Quetzaltenango","Colomba Costa Cuca",0.119154584439453,0.0380320269700801,0.0222821829576116,0.0244615793671896,0.0155773143438454,0.613334694711048,0.243678887484197,0.0624075202367482,0.00826551373346897,0.293826380109566,0.278527286970145,0.264623601220753,0.155604719764012,0.363739228827574,0.343126827971284,0.0284206510681587,27013,26613,0,31062,30192,0.362566171843187,0.356667793935295,NA,0.484321679222201,0.520932697403286,0.613334694711048,0.399283607248209,0.426146749064322,0.343126827971284,0.0366861648016277,29535,32487,0.665,0.512,0.455,0.553,0,0,0,0,0,0.359683794466403,0.0063421773557999,105.324110671937,0.224137931034483,0.0029940119760479,123.62874251497,0.851938703972365,74.8620689655172,0.221143919058435,16,6,26,1,1,5,25,0,0,0,0,1,21,0,0,1,21,0,0,344.086796214181,909.888774349473,2405.73291015625,0.880112834978843,1149,205645.820906171,36935.4003070087,142112.377305697,0.179606860690162,195.657342542956,128.502221492315,30.2891804187553,0.631437451859885,0.0332975659158995,0.613266696621508,0,0,0,0.537090164767427,0,0.537090164767427,10.2933312797413,10.3885952882965,5.2763648769221,4.86369803537327,-0.160240698435301,3.44327236426505,0.755786018611954,0.820393139309838
"13-7","Quetzaltenango","Concepcion Chiquirichapa",0.485036702428007,0.14424703891709,0.0760051880674449,0.159251019651465,0.138449672194369,0.258046301524562,0.101945854483926,0.0101167315175097,0.00964134207481681,0.411590524534687,0.307652399481193,0.149633629001157,0.166243654822335,0.113359273670558,0.239154616240267,0.0609332819128423,4931,5411,0,8964,8080,0.359156357736767,0.436887821105156,NA,0.601740294511379,0.641831683168317,0.258046301524562,0.268189509306261,0.123476005188067,0.239154616240267,0.0705746239876591,6404,8055,0.977,0.985,0.266,0.405,2,0,1,1,1,0.966616084977238,0.940243902439024,2.4886191198786,0,0.00645161290322581,3.99677419354839,0.622656922649207,0,-0.00645161290322581,6,1,13,0,0,1,13,0,0,0,0,1,13,0,0,1,13,0,0,175.961123729198,2814.44400687576,3252.06274414062,0.305084745762712,NA,13068.0699167114,6519.21683965936,5959.71863401019,0.498866082077096,21.7303873999012,121.800935311521,18.1833112629573,1.1085564352485,0,1.1085564352485,0,0,0,1.1085564352485,0,1.1085564352485,8.76467807411661,8.99404829561107,3.07871162199259,4.81056463222737,-0.473759597834214,2.95404069600167,0.948475357897694,0.501133917922904
"13-8","Quetzaltenango","El Palmar",0.135306160431789,0.0217791924945552,0.0162706983441325,0.034652922469569,0.00713099540881118,0.531732737762889,0.174233539956442,0.0431965442764579,0.0798085376575168,0.293181437426705,0.305111591072714,0.211780795154831,0.193499748701625,0.277897768178546,0.314727492049567,0.0934844192634561,10343,11366,0,15038,15463,0.519481775113603,0.525162766144642,NA,0.606397127277563,0.662031947228869,0.531732737762889,0.367733288658067,0.321094312455004,0.314727492049567,0.173292956920973,13339,15647,0.625,0.647,0.42,0.519,4,0,3,1,1,0.566508313539192,0.0480537500912875,16.2624703087886,0.0417193426042984,0.0890052356020942,38.8874345549738,0.41819344718662,0.468729084554176,-0.0472858929977959,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.347742015724,1136.47738738394,2808.79931640625,0.744120940649496,1149,101890.514972708,17036.7853102686,69516.5018829326,0.1672067838192,164.877708792366,113.722297511964,19.5454975457134,0,0,0,0,0,0,0,0,0,9.49844735414104,9.65803448430206,5.10520404027244,4.74251440377737,-0.871811161200226,3.02264181940468,0.842845968785549,0.8327932161808
"13-9","Quetzaltenango","Flores Costa Cuca",0.151281516982705,0.0167597765363128,0.0213637172868079,0.0145151327980235,0.00391185291433042,0.553031881642009,0.142458100558659,0.0509168595335588,0.00482461859434085,0.347013321873657,0.32526259569165,0.411918111878993,0.255049419853889,0.191917393626491,0.254169240271773,0.00482461859434085,9866,10391,0,12856,12102,0.486418001216298,0.447887595034164,NA,0.503733665214686,0.633696909601719,0.553031881642009,0.397507520412548,0.24283425316005,0.254169240271773,0.00964923718868171,8612,11768,0.382,0.393,0.371,0.54,0,0,0,0,0,0.391463414634146,0.0889634913973982,8.71829268292683,0.290836653386454,0.356927710843373,8.62951807228916,1.01028731962712,0.814833493032091,-0.0660910574569193,10,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,148.383560642979,311.127042013828,710.155212402344,0.360810810810811,943,63841.6521032266,5599.87434760838,29653.4174474017,0.0877150600450291,68.2572152552687,142.591719623399,46.1079294835331,0.208828856773377,0,0.208828856773377,0,0,0,0,0,0,9.06091185848425,9.37313926228127,4.22328314650323,4.96697399216186,0.0102347652762016,3.85244134106753,0.838596644496116,0.912284939954971
"14-1","Quiche","Canilla",0.0467706013363029,0.0044080604534005,0.00602600697748176,0.0127434479442174,0.00109509034495346,0.542538975501114,0.443639798488665,0.285442435775452,0.00146012045993794,0.157745591939547,0.328893117665715,0.474721664537324,0.239294710327456,0.145892800507453,0.428708824236595,0.130133235991969,4123,5392,0,7212,7294,0.544506427358719,0.589020771513353,NA,0.576677759290072,0.751165341376474,0.542538975501114,0.682934508816121,0.431335236282905,0.428708824236595,0.131593356451907,4826,5312,0.354,0.298,0.208,0.361,0,0,0,0,0,0.340163934426229,0.295099061522419,9.17076502732241,0.0276422764227642,NA,NA,NA,NA,NA,6,1,6,0,0,1,6,0,0,0,0,1,6,0,0,1,6,0,0,178.021177333699,1259.73100113128,1978.09777832031,0.18232044198895,1175,70319.6761368766,0,57653.6708106766,0,99.8333099516818,67.3352002152838,35.1343202839149,0.807932681171946,0,0.807932681171946,0,0,0,0.807932681171946,0,0.807932681171946,8.48177324618498,8.57772369115627,4.60350189468051,4.22442501032077,NA,3.5872431140949,0.75421371917798,1
"14-10","Quiche","Nebaj",0.355233853006682,0.0655935613682092,0.0363228183283445,0.043817859516951,0.00974530206553813,0.438752783964365,0.531509054325956,0.311190421367718,0.00221307656468396,0.190181086519115,0.25990099009901,0.396956049075943,0.154607645875251,0.102809118121114,0.523820075337913,0.0581612051560801,16302,19301,0,32201,34980,0.495767390504233,0.643749028547744,NA,0.56060370795938,0.736306460834763,0.438752783964365,0.686116700201207,0.413999539488833,0.523820075337913,0.0603742817207641,27259,18134,0.921,0.877,0.141,0.233,17,1,5,2,12,0.922862712336396,0.817358189244802,9.06739069896965,0.013091641490433,0.0411522633744856,10.3981481481481,0.872019764460126,0.318126888217523,-0.0280606218840526,16,725,3928,127,679,598,3249,19,44,12,12,53,1820,5,162,48,1658,0,0,583.46756420163,1958.66007846297,11093.732421875,0.878654801802843,693.5,399984.457828552,0,281953.702736444,0,792.731703132931,110.167107940026,24.6453715551931,4.9774176229735,3.25459828393253,4.7890737598672,0.960937385151313,0.364796975496641,0,4.21607445595432,1.93773270551972,4.12429079836347,10.2131390207919,9.805543908206,6.67548483290351,4.71103454615519,-0.136943189664737,3.2443631091431,0.993024588171686,1
"14-12","Quiche","Patzite",0.149715215622457,0.00466200466200466,0.00996102208748376,0.0208514335360556,0.0299523485364193,0.482506102522376,0.315268065268065,0.115201385881334,0.00612661674608577,0.267482517482518,0.483759203118233,0.176991150442478,0.346153846153846,0.188393243828497,0.516507384882711,0.211368277739959,2171,0,0,3463,3788,0.566098572086596,NA,NA,0.664741553566272,0.775607180570222,0.482506102522376,0.661421911421911,0.303594629709831,0.516507384882711,0.217494894486045,2324,2644,0.991,0.995,0.192,0.405,1,1,1,0,0,1,1,4.70769230769231,0,0.00383141762452107,4.13793103448276,1.13769230769231,0,-0.00383141762452107,3,4,18,1,8,3,10,0,0,0,0,2,16,1,8,1,8,0,0,114.472212103561,2169.64561546921,2478.36865234375,0.195439739413681,1184,49897.4941464993,9906.02211044461,17380.6039910192,0.198527446716271,56.2903785052146,80.2569655480674,9.75555158438032,2.16851261474182,1.4911814428667,1.66825874174476,0,0,0,2.06492183703483,1.4911814428667,1.4911814428667,7.7510451179718,7.88004820097158,4.03052362365327,4.39761654735762,0.129001919261172,2.37542204772541,0.889250225596366,0.801472553283729
"14-13","Quiche","Sacapulas",0.0787419651056015,0.0121012101210121,0.00659645874320102,0.00724020442930153,0.00596792241700858,0.68870523415978,0.475247524752475,0.482930216410138,0.00910108168593808,0.155482214888155,0.289202638583497,0.268705706825811,0.132196552988632,0.125679898159935,0.395911413969336,0.174188735546438,10546,11098,0,21496,22613,0.413047600986156,0.491439899080915,NA,0.546148120580573,0.59280060142396,0.68870523415978,0.607444077741107,0.608610114570073,0.395911413969336,0.183289817232376,16458,20744,0.936,0.944,0.18,0.299,2,0,1,1,1,0.949355432780847,0.80443065534509,8.4585635359116,0.161979166666667,0.177585273416351,10.2880346507851,0.822174868478514,0.912120490345529,-0.0156061067496842,21,78,1163,11,18,67,1145,2,2,0,0,13,225,1,8,12,217,0,0,257.225818986239,1565.2867942191,2448.94360351562,0.195821185617104,1145.66666666667,224485.960363654,15148.4014786155,150045.523805408,0.0674803958968125,377.162891352405,83.7777918096491,15.4858845405523,4.27199860872161,0.738929509926693,4.2566197102354,0.114686199659864,0,0,2.685883863741,0.396145679583657,2.65219050822627,9.70856696016566,9.9400123272185,5.93267716668434,4.44003361946178,-0.195802171175597,2.80250453238188,0.62794481040474,0.932519604103187
"14-14","Quiche","San Andres Sajcabaja",0.232894736842105,0.0760730981725457,0.13337250293772,0.138692469916884,0.00536339754816112,0.301644736842105,0.49171270718232,0.219153936545241,0.00284588441330998,0.131321716957076,0.166079122600862,0.390214535901926,0.243306417339567,0.184292988640815,0.24004465947153,0.182355516637478,6232,8989,0,12895,12703,0.48780487804878,0.523528757370119,NA,0.625126017836371,0.719200188931748,0.301644736842105,0.735019124521887,0.403446925186056,0.24004465947153,0.185201401050788,9524,11602,0.843,0.842,0.081,0.158,0,0,0,0,0,0.830541871921182,0.702138364779874,3.91625615763547,0.00411522633744856,0.0244897959183673,6.54285714285714,0.598554434573106,0.16803840877915,-0.0203745695809188,3,23,368,10,32,13,336,1,1,0,0,7,138,1,23,6,115,0,0,332.07761870733,1484.61976033223,2329.54174804688,0.26266318537859,1205,112848.40672924,0,85314.4688859917,0,175.662866534184,73.6359198044699,27.2847877376572,3.67981921420253,1.47245664470638,3.5912471767147,0.0998434345534299,0,0,2.74017594578353,1.22816334972097,2.57068353978653,9.16157020760675,9.35893277602601,5.16856662700653,4.31262189004584,-0.513237806452281,3.34232412435321,0.9952734375,1
"14-15","Quiche","San Antonio Ilotenango",0.296526054590571,0.00266785237883504,0.00139103554868624,0.012135001896094,0.00188825946906587,0.334987593052109,0.513783903957314,0.206800618238022,0.00277685216039098,0.244330813694976,0.256414219474498,0.192602465844718,0.158737216540685,0.025193199381762,0.562950322335988,0.430189936687771,4736,7040,0,11027,11936,0.340371621621622,0.638920454545455,NA,0.478280584021039,0.754272788203753,0.334987593052109,0.672521120497999,0.231993817619784,0.562950322335988,0.432966788848162,7124,9010,0.984,0.976,0.101,0.195,1,0,1,1,0,0.986547085201794,0.985462892119357,3.51659192825112,0,0.00558659217877095,2.65083798882682,1.32659632277545,0,-0.00558659217877095,4,4,14,3,3,1,11,3,3,0,0,1,11,0,0,1,11,0,0,84.4720136096928,1980.75403861812,2297.95678710938,0.0809141445336628,1199,135793.32499971,43817.7021845823,25000.3845137431,0.322679352498924,148.767118062306,81.8980189235462,15.4011654098199,1.08694046941727,0.351439477255462,0.933767661377477,0.351439477255462,0,0,0.933767661377477,0,0.933767661377477,8.87122464440955,9.10609035060238,5.00238211721507,4.41761116467291,0.282616506188885,2.79735239387978,0.998520710059172,0.677320647501076
"14-16","Quiche","San Bartolome Jocotenango",0.00192184497117233,0.00187265917602996,0.000818330605564648,0.00836120401337793,0.00282542885973764,0.643818065342729,0.467415730337079,0.0182760501909438,0.00443995963673057,0.0355805243445693,0.444626295690125,0.154187689202825,0.455805243445693,0.0594653573376978,0.690635451505017,0.362058526740666,2703,4000,0,6545,7199,0.577506474287828,0.6675,NA,0.639572192513369,0.688290040283373,0.643818065342729,0.923220973782772,0.0777414075286416,0.690635451505017,0.366498486377397,3889,4360,0.97,0.961,0.059,0.063,1,0,0,0,1,0.968203497615262,0.96583580268433,18.241653418124,0,NA,NA,NA,NA,NA,2,5,34,5,34,0,0,1,1,0,0,2,31,2,31,0,0,0,0,175.969590597682,1572.02125632955,2116.90454101562,0.343832020997375,1165.5,83866.0662719347,0,68895.1220879555,0,104.807107197479,78.1584537549211,30.3429381606452,2.27650877732071,2.27650877732071,0,0.228835728422898,0,0,2.19401953810673,2.19401953810673,0,8.26590733415575,8.38022733634308,4.65212158635733,4.37145158738191,NA,3.44498898367088,0.58796924227271,1
"14-17","Quiche","San Juan Cotzal",0.058572710951526,0.0245645377400625,0.00890207715133531,0.00821718327439151,0.00352401245697427,0.563285457809695,0.331249069525086,0.244807121661721,0.00286838223242091,0.0820306684531785,0.0835425701894545,0.271676774299295,0.0833705523299092,0.0933576808947729,0.465363012273767,0.262252089821341,7979,9441,0,13114,14510,0.558465973179596,0.71147124245313,NA,0.733109653805094,0.840937284631289,0.563285457809695,0.414619621854995,0.338164802556494,0.465363012273767,0.265120472053762,12698,10944,0.924,0.946,0.147,0.157,5,0,1,1,4,0.933752141633352,0.916035605154776,8.59737292975443,0.0748256182625238,0.186481593240797,11.5654797827399,0.743365004414688,0.401249351006479,-0.111655974978273,10,57,1435,20,65,37,1370,12,44,0,0,16,772,0,0,16,772,0,0,357.326138416073,1930.93570505574,2995.94165039062,0.957081545064378,645.5,128961.471171506,0,93181.5699788989,0,170.979108499111,96.8603107679311,34.5714744929166,4.73628548690909,1.81138501626832,4.69034744119991,1.49629443599472,0,0,4.12385442963718,0,4.12385442963718,9.4491997797304,9.30054663986233,5.14154137651917,4.5835410614939,-0.296568097267824,3.57154403837409,0.745265043158882,1
"14-18","Quiche","San Pedro Jocopilas",0.0729513657561626,0.00777247836071365,0.00547151593176698,0.0162965099509663,0.00340020401224073,0.781812125249833,0.680798445504328,0.540875442549083,0.00555366655332653,0.0734852499558382,0.282426778242678,0.305678340700442,0.139904610492846,0.0859349855165755,0.457167580040381,0.152555820015868,8079,0,0,14415,14988,0.371580641168461,NA,NA,0.481026708289976,0.5886709367494,0.781812125249833,0.820703055997174,0.626810428065658,0.457167580040381,0.158109486569194,11431,14582,0.906,0.925,0.068,0.184,0,0,0,0,0,0.909152542372881,0.634449817195424,11.4969491525424,0.00587371512481645,0.0354808590102708,9.98506069094304,1.15141504978239,0.165546023649432,-0.0296071438854543,6,10,169,1,1,9,168,1,1,0,0,5,164,0,0,5,164,0,0,190.912002308088,1928.90638928447,2557.85815429688,0.324182242990654,1184.4,181477.566638029,24035.0311801203,104903.512701226,0.132440783868676,314.158571195824,75.4864925658004,17.2753937017207,2.75901947017679,0.0838643897659371,2.75346176986944,0.0838643897659371,0,0,2.73091684016052,0,2.73091684016052,9.34408424202578,9.58754317036638,5.7498978622451,4.33711415747525,0.1409916640291,2.9055555485896,0.497516423650056,0.867559216131324
"14-19","Quiche","Santa Cruz del Quiche",0.188806198389234,0.0615384615384615,0.0464144949702924,0.0513337094044645,0.0162739767406736,0.490569884799674,0.237509157509158,0.132596035060886,0.00921310980214469,0.298021978021978,0.296135066768633,0.0961712732215677,0.286373626373626,0.224660274133773,0.452494157466355,0.094774203292554,22966,28008,0,39606,41872,0.427109640337891,0.487360754070266,NA,0.626622228955209,0.632499044707681,0.490569884799674,0.523882783882784,0.357256309194659,0.452494157466355,0.103987313094699,35147,35301,0.811,0.794,0.355,0.464,9,0,4,4,5,0.906971321986477,0.866655126651665,4.04080205176032,0.00566502463054187,0.0269259536275243,3.54712041884817,1.13917814300549,0.210392720306513,-0.0212609289969824,33,157,704,42,160,115,544,26,39,0,0,15,328,6,104,9,224,0,0,157.420802505425,2149.14727117386,2612.19287109375,0.469721767594108,1236,105910.160589574,27676.332679222,62415.1336673591,0.261318956794655,112.147974918302,77.3180848480261,9.56332773427206,3.04595755251489,1.71421385461042,2.80201706525188,0.746510343127584,0,0,2.33526844486102,1.37599166216341,1.99785620215367,10.46729454509,10.471666571132,4.71981920389995,4.36077854501248,0.130307075225269,2.35738835498776,0.908938677563982,0.738681043205345
"14-2","Quiche","Chajul",0.0670872441914141,0.0260685767966181,0.0207944796717643,0.0343731946851531,0.0134655404578284,0.360209262963533,0.542743071864725,0.00885863483774711,0.00153017505202595,0.023602630342884,0.178851174934726,0.454523197453789,0.390558947862846,0.0752517717269676,0.425958020412093,0.185518423307626,8472,10262,0,18014,20549,0.767115203021719,0.829857727538492,NA,0.576551571000333,0.795075186140445,0.360209262963533,0.933302019727572,0.0841104065647147,0.425958020412093,0.187048598359652,18092,15713,0.869,0.805,0.088,0.242,7,1,1,0,6,0.881504702194357,0.706072351421189,13.587460815047,0.0343618513323983,0.128465804066543,11.8475046210721,1.14686267274209,0.267478583752914,-0.0941039527341451,26,360,3535,81,570,279,2965,4,4,43,172,27,860,6,347,21,513,1,1,615.780694566495,1205.80588053529,2669.50756835938,0.843256239981681,1227.45454545455,175628.793474744,0,93107.9559731956,0,799.082752920289,102.811023559786,40.1499231323991,5.28010363768123,3.48141354662907,5.10524577385836,0.199745700423344,2.35203831387912,0.0537995475280535,3.88228152012919,3.00467952500094,3.37946541262267,9.80322513059773,9.66224367419013,6.68346451101684,4.64257216509091,0.137030103640278,3.71722205913589,0.914079482110958,1
"14-20","Quiche","Chicaman",0.239871288576861,0.0968709815687955,0.087185938428207,0.0677262800291192,0.067291396670322,0.455755448296036,0.239016288041149,0.0280951881748611,0.0101485395274649,0.20461851693099,0.37376384666457,0.544093310736716,0.216513073296185,0.18936296606912,0.28204319339966,0.041112551091616,31083,39063,0,70774,79550,0.439918926744523,0.477792284258761,NA,0.58227597705372,0.630483972344437,0.455755448296036,0.455529361337334,0.217458154243981,0.28204319339966,0.0512610906190809,35000,42685,0.73,0.736,0.109,0.22,29,3,13,9,16,0.725176470588235,0.347666646225547,19.1847058823529,0.0554792639384784,0.325233644859813,30.3943925233645,0.631192278891755,0.170582794293597,-0.269754380921335,37,139,2251,20,175,119,2076,2,90,0,0,68,1623,6,72,62,1551,0,0,672.327275258589,792.45071773753,2735.08154296875,0.620579974960241,1275.36111111111,785404.033300434,0,403310.900649052,0,2708.07341791156,63.4488392398929,47.0470269422998,4.17921078286534,1.79175946922805,4.09956898635891,1.27296567581289,0,0,3.85801927420583,1.11748077297249,3.81362234070538,10.4631033404715,10.6616028494444,7.90399274515342,4.16587171898085,-0.460144741952801,3.87218025925227,0.953394029582346,1
"14-21","Quiche","Zacualpa",0.292991837883479,0.0554750869061414,0.0161486898232785,0.0256599321633977,0.0072048228201735,0.153954404728399,0.535486674391657,0.554844606946984,0.00132333480370534,0.0230301274623407,0.0328052000812513,0.150272018820762,0.280272305909618,0.0371724558196222,0.724819348178735,0.219305984414057,7955,0,0,16675,17117,0.446637335009428,NA,NA,0.406656671664168,0.794648594964071,0.153954404728399,0.815758980301275,0.592017062766606,0.724819348178735,0.220629319217762,11958,13746,0.887,0.904,0.195,0.23,0,0,0,0,0,0.883777239709443,0.778474661314601,4.82566585956416,0.00636132315521628,0.0274390243902439,8.12042682926829,0.594262587549107,0.231834888323438,-0.0210777012350276,7,58,321,27,101,31,220,18,21,0,0,21,251,6,77,15,174,0,0,285.303409805485,1834.02834657089,2493.7900390625,0.737062404870624,1215,113084.402584702,6280.01539098791,88771.4281717971,0.0555338777713762,242.008414048673,57.423356324961,21.2850193564895,3.32661584544104,2.24561555774704,2.96515581033612,1.01383351312983,0,0,3.09059381314883,2.00676383777645,2.74412033130476,9.38915578944085,9.52850315168155,5.48897249434844,4.06771574695192,-0.520433990721148,3.10391467498641,0.980668592181647,0.944466122228624
"14-4","Quiche","Chiche",0.449374846776171,0.314530685920578,0.208058353594998,0.173307099524512,0.0402128917800118,0.204952194165237,0.25586642599278,0.0908301493574158,0.0175044352454169,0.212545126353791,0.327023271969434,0.425073920756949,0.131768953068592,0.082493921500521,0.314969667158551,0.0474275576581904,7731,0,0,11832,12845,0.527616091061958,NA,NA,0.515466531440162,0.658232775398988,0.204952194165237,0.387635379061372,0.173324070857937,0.314969667158551,0.0649319929036073,10974,12642,0.937,0.936,0.118,0.258,0,0,0,0,0,0.932739059967585,0.478196049198658,8.6969205834684,0.00986842105263158,0.0311493018259936,14.1052631578947,0.616572727932461,0.316810344827586,-0.021280880773362,6,41,1188,11,631,30,557,2,20,0,0,18,1145,7,609,11,536,0,0,96.2978954389471,1954.03150356408,2202.76391601562,0.313232830820771,1247,86868.5968189051,25396.6620392916,26906.6882148481,0.292357226538792,109.296990454503,65.6864373171592,10.7510775457478,4.69369263141833,4.06901896579073,3.94654680438879,1.0376193042572,0,0,4.65716971899312,4.03414870303917,3.90887243066283,9.30328411761892,9.44477988303224,4.69406886007791,4.20000159367216,-0.483578994264235,2.46394494240652,0.940257566890635,0.707642773461208
"14-5","Quiche","Santo Tomas Chichicastenango",0.170073516227362,0.0428045846894014,0.0215253102631443,0.0276756467678321,0.0146485197137646,0.489779451317913,0.415947360973539,0.182656161491323,0.00395678406061456,0.294467242111221,0.347185745918945,0.276441700575277,0.14907315692656,0.169833668057058,0.457818035964971,0.0700154342640662,24139,26728,0,51097,60207,0.462073822445006,0.528808739898234,NA,0.585513826643443,0.591874698955271,0.489779451317913,0.565020517900099,0.35248982954838,0.457818035964971,0.0739722183246808,45733,56615,0.977,0.975,0.142,0.331,12,0,6,5,6,0.984045290787442,0.981758029683408,3.73357351175159,0.000694203401596668,0.00227963525835866,2.85283687943262,1.30872309548036,0.304523892167072,-0.00158543185676199,33,274,1337,44,217,230,1120,33,153,1,1,21,683,3,54,18,629,0,0,244.828658092156,2225.12447364119,2857.20043945312,0.610285714285714,748.666666666667,130253.178444981,28795.6422480509,62789.9055581936,0.221074392132505,241.325622232718,62.4084235853536,0,3.40899711649085,1.74831816941109,3.23828521472817,1.46914207731758,0.0216304152719494,0,2.76848727180945,0.779676477213262,2.69149691909686,10.7305754169495,10.9440292467481,5.48614715113276,4.14959671673982,0.269051925574193,0,0.897788115067877,0.778925607867495
