"day","month","year","canton","muni","department","MUNID","military","victims","notes","reference","X","X.1","id"
NA,NA,1980,"Sansavela","San Cristobal Verapaz","Alta Verapaz",252,"Y",6,"","Casos Presentados Anexo II Tomo VIII",NA,"","1-9"
NA,11,1981,"Chirrexquiche","San Cristobal Verapaz","Alta Verapaz",252,"Y",6,"","Casos Presentados Anexo II Tomo VIII",NA,"","1-9"
2,6,1982,"Pambach","Santa Cruz Verapaz","Alta Verapaz",251,"Y",65,"","Casos Presentados Anexo II Tomo VIII",NA,"","1-12"
NA,4,1982,"Semococh","Senahu","Alta Verapaz",257,"Y",10,"","Casos Presentados Anexo II Tomo VIII",NA,"","1-14"
25,8,1982,"Canguacha","Senahu","Alta Verapaz",257,"Y",23,"","Casos Presentados Anexo II Tomo VIII",NA,"","1-14"
NA,9,1981,"Yalijux","Senahu","Alta Verapaz",257,"Y",7,"","Casos Presentados Anexo II Tomo VIII",NA,"","1-14"
NA,4,1982,"Las Margaritas","Senahu","Alta Verapaz",257,"Y",15,"","Casos Presentados Anexo II Tomo VIII",NA,"","1-14"
20,9,1980,"Panacal","Rabinal","Baja Verapaz",244,"Y",21,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
13,9,1982,"Agua Fria","Rabinal","Baja Verapaz",244,"Mil and Pac",109,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
4,12,1981,"Panacal","Rabinal","Baja Verapaz",244,"Y",51,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
11,11,1981,"Vegas Santa Domingo","Rabinal","Baja Verapaz",244,"Y",30,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
NA,8,1981,"Chuataug","Rabinal","Baja Verapaz",244,"Mil and Pac",25,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
26,11,1982,"Xeabaj","Rabinal","Baja Verapaz",244,"Y",9,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
NA,12,1981,"Coxojbaj","Rabinal","Baja Verapaz",244,"Y",5,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
7,1,1982,"Xococ","Rabinal","Baja Verapaz",244,"Y",6,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
2,1,1982,"","Rabinal","Baja Verapaz",244,"Y",18,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
4,1,1982,"","Rabinal","Baja Verapaz",244,"Mil and Pac",7,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
15,9,1980,"Rabinal","Rabinal","Baja Verapaz",244,"Y",206,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
8,1,1982,"Chichupaj","Rabinal","Baja Verapaz",244,"Y",32,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
14,9,1980,"Pichec","Rabinal","Baja Verapaz",244,"Y",100,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
1,1,1982,"Pichec","Rabinal","Baja Verapaz",244,"Y",31,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
NA,12,1981,"Rabinal","Rabinal","Baja Verapaz",244,"Y",10,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
18,7,1982,"Plan de Sanchez","Rabinal","Baja Verapaz",244,"Y",226,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
14,5,1982,"Los Encuentros","Rabinal","Baja Verapaz",244,"Y",94,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
17,3,1981,"","Rabinal","Baja Verapaz",244,"Y",30,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
7,9,1981,"Tempisque","Salama","Baja Verapaz",242,"Y",6,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-5"
25,10,1982,"Xococ","Rabinal","Baja Verapaz",244,"Y",40,"","Casos Presentados Anexo II Tomo VIII",NA,"","2-4"
22,2,1981,"Labor de Falla","Chimaltenango","Chimaltenango",41,"Y",6,"CEH codes as occuring in Guate city, since they were taken from Chimal to Guate, and killed there","Casos Presentados Anexo II Tomo VIII",NA,"","3-2"
10,1,1982,"Patzaj","San Juan Comalapa","Chimaltenango",44,"Y",36,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-10"
NA,9,1981,"Xiquin Sanai","San Juan Comalapa","Chimaltenango",44,"Y",60,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-10"
28,11,1981,"Patzaj","San Juan Comalapa","Chimaltenango",44,"Y",14,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-10"
19,3,1981,"Paxan","San Juan Comalapa","Chimaltenango",44,"Y",13,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-10"
NA,NA,1983,"Xeatzan","Patzun","Chimaltenango",47,"Y",13,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-6"
4,1,1982,"","San Andres Itzapa","Chimaltenango",53,"Y",12,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-8"
15,1,1982,"Cajagualtan","San Andres Itzapa","Chimaltenango",53,"Y",NA,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-8"
19,3,1981,"Palama","San Jose Poaquil","Chimaltenango",42,"Y",9,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-9"
NA,1,1982,"San Jose Poaquil","San Jose Poaquil","Chimaltenango",42,"Y",150,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-9"
2,2,1982,"Patio Balas","San Jose Poaquil","Chimaltenango",42,"Y",9,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-9"
17,2,1982,"Hacienda Vieja","San Jose Poaquil","Chimaltenango",42,"Y",23,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-9"
21,4,1982,"Parupajal Kak","San Jose Poaquil","Chimaltenango",42,"Y",45,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-9"
19,2,1981,"Paley","San Jose Poaquil","Chimaltenango",42,"Y",17,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-9"
NA,8,1981,"Palay","San Jose Poaquil","Chimaltenango",42,"Y",16,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-9"
20,11,1981,"Pachay","San Martin Jilotepeque","Chimaltenango",43,"Y",10,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
28,11,1981,"Sacala","San Martin Jilotepeque","Chimaltenango",43,"Y",13,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
25,10,1982,"Semetabaj","San Martin Jilotepeque","Chimaltenango",43,"Y",20,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
NA,2,1982,"Chipila","San Martin Jilotepeque","Chimaltenango",43,"Y",6,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
4,2,1980,"Sacala","San Martin Jilotepeque","Chimaltenango",43,"Y",27,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
24,5,1982,"Pachay","San Martin Jilotepeque","Chimaltenango",43,"Y",6,"One family","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
13,10,1982,"Santa Anita Canoas","San Martin Jilotepeque","Chimaltenango",43,"Y",113,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
20,4,1982,"La Plazuela","San Martin Jilotepeque","Chimaltenango",43,"Y",6,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
12,9,1980,"Pachay","San Martin Jilotepeque","Chimaltenango",43,"Y",10,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
18,8,1982,"Santa Anita Canoas","San Martin Jilotepeque","Chimaltenango",43,"Y",18,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
3,2,1982,"Pacoj","San Martin Jilotepeque","Chimaltenango",43,"Y",5,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
22,9,1982,"Chipastor","San Martin Jilotepeque","Chimaltenango",43,"Y",5,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
NA,NA,1982,"Hacienda Vieja","San Martin Jilotepeque","Chimaltenango",43,"Y",62,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
NA,2,1982,"Semetabaj","San Martin Jilotepeque","Chimaltenango",43,"Y",10,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
26,9,1982,"San Jose Las Rosas","San Martin Jilotepeque","Chimaltenango",43,"Y",100,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
NA,2,1981,"Sacala","San Martin Jilotepeque","Chimaltenango",43,"Y",104,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
10,9,1981,"Pachay","San Martin Jilotepeque","Chimaltenango",43,"Y",12,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
8,12,1980,"La Estancia","San Martin Jilotepeque","Chimaltenango",43,"Y",5,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
NA,8,1982,"Panatzan","San Martin Jilotepeque","Chimaltenango",43,"Y",5,"One family","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
1,8,1982,"La Plazuela","San Martin Jilotepeque","Chimaltenango",43,"Y",33,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
15,2,1982,"Choatalum","San Martin Jilotepeque","Chimaltenango",43,"Y",8,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
3,2,1982,"Quimal","San Martin Jilotepeque","Chimaltenango",43,"Y",13,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
19,8,1982,"Magueyes","San Martin Jilotepeque","Chimaltenango",43,"Y",168,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
12,2,1982,"Estancia de la Virgin","San Martin Jilotepeque","Chimaltenango",43,"Y",21,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
4,2,1980,"Sacala","San Martin Jilotepeque","Chimaltenango",43,"Y",13,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
1,8,1982,"Santa Teresa","San Martin Jilotepeque","Chimaltenango",43,"Y",30,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
4,3,1982,"Santa Teresa","San Martin Jilotepeque","Chimaltenango",43,"Y",7,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
NA,9,1981,"San Miguel","San Martin Jilotepeque","Chimaltenango",43,"Y",8,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
NA,2,1982,"Semetabaj","San Martin Jilotepeque","Chimaltenango",43,"Y",9,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
19,2,1982,"Choatalum","San Martin Jilotepeque","Chimaltenango",43,"Y",7,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
20,3,1980,"Pachay","San Martin Jilotepeque","Chimaltenango",43,"Y",15,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
16,11,1981,"Chigonzalez","San Martin Jilotepeque","Chimaltenango",43,"Y",5,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
12,2,1982,"Pacoj","San Martin Jilotepeque","Chimaltenango",43,"Y",61,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-11"
12,9,1982,"Xecocal","Tecpan","Chimaltenango",46,"Y",10,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-14"
4,12,1981,"Paquib","Tecpan","Chimaltenango",46,"Y",5,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-14"
6,1,1982,"Xepac","Tecpan","Chimaltenango",46,"Y",5,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-14"
NA,10,1983,"Pachali","Tecpan","Chimaltenango",46,"Y",11,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-14"
29,9,1982,"Xepac","Tecpan","Chimaltenango",46,"Y",6,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-14"
9,12,1981,"Xepac","Tecpan","Chimaltenango",46,"Y",5,"","Casos Presentados Anexo II Tomo VIII",NA,"","3-14"
NA,NA,1983,"El Quebracho","Camotan","Chiquimula",295,"Y",5,"","Casos Presentados Anexo II Tomo VIII",NA,"","4-1"
22,9,1982,"San Miguel","Chiquimula","Chiquimula",291,"Y",14,"","Casos Presentados Anexo II Tomo VIII",NA,"","4-2"
22,8,1983,"Buena Vista","Santa Lucia Cotzumalguapa","Escuintla",58,"Mil and Pac",8,"One family","Casos Presentados Anexo II Tomo VIII",NA,"","6-11"
4,6,1982,"","Ciudad de Guatemala","Guatemala",326,"Y",15,"","Casos Presentados Anexo II Tomo VIII",NA,"","7-4"
17,7,1982,"Las Majadas","Aguacatan","Huehuetenango",219,"Y",18,"","Casos Presentados Anexo II Tomo X",NA,"Coded as Aguacatan, Because that’s where the victims were taken from.  They were killed in Santa Cruz Quiche","8-1"
28,6,1982,"Llano Cayote","Aguacatan","Huehuetenango",219,"Y",15,"","Casos Presentados Anexo II Tomo IX",NA,"","8-1"
18,2,1982,"Llano Cayote","Aguacatan","Huehuetenango",219,"Y",14,"","Casos Presentados Anexo II Tomo IX",NA,"","8-1"
28,4,1982,"Las Majadas","Aguacatan","Huehuetenango",219,"Y",191,"","Casos Presentados Anexo II Tomo IX",NA,"","8-1"
28,7,1982,"Tacana","Aguacatan","Huehuetenango",219,"Y",7,"","Casos Presentados Anexo II Tomo IX",NA,"","8-1"
3,2,1982,"Rio Blanco","Aguacatan","Huehuetenango",219,"Y",77,"","Casos Presentados Anexo II Tomo IX",NA,"","8-1"
16,3,1982,"Pajul Chex","Aguacatan","Huehuetenango",219,"Y",61,"","Casos Presentados Anexo II Tomo IX",NA,"","8-1"
9,7,1981,"Balli","Santa Cruz Barillas","Huehuetenango",218,"Y",20,"","Casos Presentados Anexo II Tomo IX",1,"","8-28"
28,6,1982,"Balli","Santa Cruz Barillas","Huehuetenango",218,"Y",19,"","Casos Presentados Anexo II Tomo IX",NA,"","8-28"
12,2,1981,"El Quetzal","Santa Cruz Barillas","Huehuetenango",218,"Y",68,"","Casos Presentados Anexo II Tomo IX",NA,"","8-28"
7,7,1982,"Puerte Alto","Santa Cruz Barillas","Huehuetenango",218,"Y",353,"","Casos Presentados Anexo II Tomo IX",NA,"","8-28"
NA,6,1982,"Naci","Santa Cruz Barillas","Huehuetenango",218,"Y",167,"","Casos Presentados Anexo II Tomo IX",NA,"","8-28"
20,2,1981,"Xelac","Santa Cruz Barillas","Huehuetenango",218,"Y",17,"","Casos Presentados Anexo II Tomo IX",NA,"","8-28"
28,6,1982,"Quiquil","Santa Cruz Barillas","Huehuetenango",218,"Y",67,"","Casos Presentados Anexo II Tomo IX",NA,"Coded 1982, Says 1981/1982","8-28"
NA,6,1982,"Ical","Colotenango","Huehuetenango",211,"Y",237,"","Casos Presentados Anexo II Tomo IX",NA,"","8-3"
11,3,1982,"Lopex Ical","Colotenango","Huehuetenango",211,"Y",39,"","Casos Presentados Anexo II Tomo IX",NA,"","8-3"
15,12,1982,"Andrea El Cajon","Cuilco","Huehuetenango",196,"Y",33,"","Casos Presentados Anexo II Tomo IX",NA,"","8-5"
14,8,1982,"El Cajon","Cuilco","Huehuetenango",196,"Y",28,"","Casos Presentados Anexo II Tomo IX",NA,"","8-5"
11,9,1982,"El Cajon","Cuilco","Huehuetenango",196,"Y",10,"","Casos Presentados Anexo II Tomo IX",NA,"","8-5"
15,10,1982,"El Cajon","Cuilco","Huehuetenango",196,"Y",16,"","Casos Presentados Anexo II Tomo IX",NA,"","8-5"
NA,1,1982,"Chanchiquia","San Ildefonso Ixtahuacan","Huehuetenango",201,"Y",30," ","Casos Presentados Anexo II Tomo IX",NA,"1 case in CEH, 'entre inero y febrero'","8-15"
NA,2,1982,"Chanchiquia","San Ildefonso Ixtahuacan","Huehuetenango",201,"Y",30," ","Casos Presentados Anexo II Tomo IX",NA,"","8-15"
NA,NA,1982,"Acal","San Ildefonso Ixtahuacan","Huehuetenango",201,"Y",5,"","Casos Presentados Anexo II Tomo IX",NA,"","8-15"
25,10,1982,"Grenadillo","San Ildefonso Ixtahuacan","Huehuetenango",201,"Y",15,"","Casos Presentados Anexo II Tomo IX",NA,"","8-15"
NA,9,1982,"Xacatital","San Ildefonso Ixtahuacan","Huehuetenango",201,"Y",6,"","Casos Presentados Anexo II Tomo IX",NA,"Coded 1982, Says 1982/1985","8-15"
3,1,1982,"La Laguna","Jacaltenango","Huehuetenango",199,"Y",7,"","Casos Presentados Anexo II Tomo IX",NA,"","8-7"
NA,6,1981,"Coyl de Santa Miguel","Jacaltenango","Huehuetenango",199,"Y",NA,"","Casos Presentados Anexo II Tomo IX",NA,"","8-7"
8,1,1982,"Nueva Catarina","Jacaltenango","Huehuetenango",199,"Y",10,"","Casos Presentados Anexo II Tomo IX",NA,"","8-7"
6,1,1982,"El Limouzar","Jacaltenango","Huehuetenango",199,"Y",25,"","Casos Presentados Anexo II Tomo IX",NA,"","8-7"
8,3,1982,"K'oso","Jacaltenango","Huehuetenango",199,"Y",22,"","Casos Presentados Anexo II Tomo IX",2,"","8-7"
15,8,1982,"Los Petrosas","La Democracia","Huehuetenango",204,"Y",11,"","Casos Presentados Anexo II Tomo IX",NA,"","8-8"
3,2,1981,"La Menilla","La Democracia","Huehuetenango",204,"Y",17,"","Casos Presentados Anexo II Tomo IX",NA,"","8-8"
8,5,1981,"Chamunk","La Democracia","Huehuetenango",204,"Y",23,"","Casos Presentados Anexo II Tomo IX",NA,"","8-8"
4,12,1982,"Guacamaya","La Democracia","Huehuetenango",204,"Y",5,"","Casos Presentados Anexo II Tomo IX",NA,"","8-8"
14,8,1982,"Chichiabaj","La Democracia","Huehuetenango",204,"Y",12,"","Casos Presentados Anexo II Tomo IX",NA,"","8-8"
NA,7,1983,"Santa Teresa","Nenton","Huehuetenango",197,"Y",20,"","Casos Presentados Anexo II Tomo IX",1,"","8-11"
17,2,1981,"Campamento Samalay","Nenton","Huehuetenango",197,"Y",7,"","Casos Presentados Anexo II Tomo IX",NA,"","8-11"
18,7,1982,"Yalemboloch","Nenton","Huehuetenango",197,"Y",57,"","Casos Presentados Anexo II Tomo IX",NA,"","8-11"
NA,NA,1982,"","Nenton","Huehuetenango",197,"Y",14,"","Casos Presentados Anexo II Tomo IX",NA,"","8-11"
19,7,1982,"Yalroya","Nenton","Huehuetenango",197,"Y",31,"","Casos Presentados Anexo II Tomo IX",NA,"","8-11"
NA,6,1982,"Jion Triali","Nenton","Huehuetenango",197,"Y",25,"","Casos Presentados Anexo II Tomo IX",NA,"","8-11"
15,7,1980,"Salamay","Nenton","Huehuetenango",197,"Y",11,"","Casos Presentados Anexo II Tomo IX",NA,"","8-11"
8,6,1981,"Capanano Similay","Nenton","Huehuetenango",197,"Y",32,"","Casos Presentados Anexo II Tomo IX",NA,"","8-11"
NA,11,1980,"Chacula","Nenton","Huehuetenango",197,"Y",5,"","Casos Presentados Anexo II Tomo IX",NA,"","8-11"
25,5,1982,"Coyagual","San Antonio Huista","Huehuetenango",216,"Y",9,"","Casos Presentados Anexo II Tomo IX",NA,"","8-13"
