"n_mon","n_year","n_rgim","n_type","p_civ","p_arm","p_pac","p_pol","p_par","p_urn","c_tot","id"
10,1970,"Carlos Manuel Arana Osorio","killed",0,1,0,0,0,0,1,"1-7"
5,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"3-5"
11,1989,"Vinicio Cerezo Arevalo","kidnap",0,1,0,0,0,0,1,"3-6"
8,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"7-4"
7,1978,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"8-6"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-4"
11,1980,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"12-4"
4,1976,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,1,"12-4"
11,1980,"Fernando Romeo Lucas Garcia","tortured",0,1,0,0,0,0,1,"12-4"
12,1980,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"12-4"
6,1983,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-3"
12,1980,"Fernando Romeo Lucas Garcia","kidnap",0,1,0,0,0,0,1,"12-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"8-6"
5,1993,"Jorge Serrano Elias","kidnap",0,0,0,0,0,0,1,"7-6"
5,1983,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"7-4"
5,1983,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"7-4"
5,1983,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"7-4"
5,1983,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"7-4"
5,1983,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"7-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"12-6"
9,1961,"Miguel Ramon Ydigoras Fuentes","killed",0,0,0,0,0,0,1,"7-4"
1,1974,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-13"
1,1974,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"17-13"
6,1967,"Julio Cesar Mendez Montenegro","disapp",0,0,0,0,0,0,1,"7-4"
6,1967,"Julio Cesar Mendez Montenegro","disapp",0,0,0,0,0,0,1,"7-4"
2,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"12-4"
11,1978,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"6-8"
9,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
5,1974,"Carlos Manuel Arana Osorio","killed",0,0,0,0,1,0,1,"7-4"
10,1988,"Vinicio Cerezo Arevalo","disapp",0,0,0,0,0,0,1,"7-4"
10,1987,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"6-2"
10,1987,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"7-4"
3,1971,"Carlos Manuel Arana Osorio","disapp",0,0,0,0,0,0,1,"17-12"
8,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"17-24"
1,1994,"Ramiro de Leon Carpio","disapp",0,0,0,0,0,0,1,"6-2"
8,1984,"Oscar Humberto Mejia Victores","killed",0,0,0,0,0,0,1,"20-8"
3,1989,"Vinicio Cerezo Arevalo","disapp",0,0,0,0,0,0,1,"7-17"
7,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"13-15"
11,1966,"Julio Cesar Mendez Montenegro","disapp",0,0,0,0,0,0,1,"22-10"
8,1983,"Oscar Humberto Mejia Victores","disapp",0,0,0,0,0,0,1,"7-4"
5,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"7-4"
12,1987,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"18-2"
1,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
10,1978,"Fernando Romeo Lucas Garcia","injured",0,0,0,0,1,0,1,"7-4"
1,1984,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"15-4"
1,1989,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"7-4"
5,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"5-2"
6,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,1,0,0,0,1,"14-19"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,1,0,0,0,1,"3-11"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,1,0,0,0,1,"3-11"
2,1995,"Ramiro de Leon Carpio","killed",0,0,0,0,0,0,1,"20-8"
6,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"19-2"
12,1989,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"14-19"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,1,0,0,0,1,"8-2"
2,1994,"Ramiro de Leon Carpio","disapp_dead",0,1,0,0,0,0,1,"12-1"
6,1993,"Ramiro de Leon Carpio","killed",0,0,1,0,0,0,1,"12-1"
8,1977,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"18-14"
5,1994,"Ramiro de Leon Carpio","killed",0,0,0,0,0,0,1,"12-9"
4,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"11-7"
1,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1977,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"1-3"
8,1977,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"18-14"
12,1992,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"12-1"
5,1983,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"7-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-4"
1,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"9-3"
1,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"9-5"
7,1993,"Ramiro de Leon Carpio","kidnap",0,0,0,0,0,0,1,"7-4"
1,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"9-3"
1,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"9-5"
8,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"10-7"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-12"
1,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"9-5"
9,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"12-3"
10,1968,"Julio Cesar Mendez Montenegro","kidnap",0,0,0,0,0,0,1,"4-2"
1,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"9-3"
7,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
1,1970,"Julio Cesar Mendez Montenegro","disapp",0,0,0,0,0,0,1,"7-4"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"10-1"
1,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"9-3"
1,1973,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"9-5"
6,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"11-15"
10,1969,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"6-1"
4,1969,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"13-5"
9,1982,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"7-4"
11,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-21"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-1"
8,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"12-1"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-1"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-1"
8,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"12-1"
8,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"12-1"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"12-1"
6,1982,"Efrain Rios Montt Schaad","tortured",0,1,0,0,0,0,1,"12-1"
2,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"17-6"
2,1988,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"17-6"
3,1973,"Carlos Manuel Arana Osorio","injured",0,0,0,0,0,0,1,"7-2"
5,1983,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"7-4"
8,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"7-4"
10,1989,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"17-24"
5,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1994,"Ramiro de Leon Carpio","killed",0,0,0,0,0,0,1,"7-4"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,1,0,0,0,0,1,"12-1"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-1"
8,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"16-2"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"12-1"
12,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"12-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"12-1"
8,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"12-1"
4,1993,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"18-4"
1,1986,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"7-6"
8,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"12-1"
7,1992,"Jorge Serrano Elias","kidnap",0,0,0,0,0,0,1,"15-4"
8,1988,"Vinicio Cerezo Arevalo","disapp",0,0,0,0,0,0,1,"7-6"
3,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"4-2"
2,1974,"Carlos Manuel Arana Osorio","disapp_dead",0,0,0,0,0,0,1,"6-14"
2,1974,"Carlos Manuel Arana Osorio","disapp_dead",0,0,0,0,0,0,1,"18-3"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-1"
6,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
2,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"3-10"
1,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,1,0,0,1,"7-4"
6,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
8,1961,"Miguel Ramon Ydigoras Fuentes","disapp",0,0,0,0,0,0,1,"15-6"
4,1965,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"9-3"
5,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"8-21"
1,1973,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-11"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-9"
3,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-17"
5,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-4"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-2"
11,1994,"Ramiro de Leon Carpio","killed",0,0,0,0,0,0,1,"14-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"14-4"
3,1982,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"7-4"
9,1993,"Ramiro de Leon Carpio","killed",0,0,0,0,0,0,1,"17-11"
11,1986,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"7-6"
5,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-19"
4,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
5,1967,"Julio Cesar Mendez Montenegro","injured",0,0,0,0,0,0,1,"7-4"
6,1976,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"9-4"
10,1977,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,1,1,"3-6"
11,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"7-4"
1,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-11"
4,1976,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,1,1,"7-4"
10,1970,"Carlos Manuel Arana Osorio","killed",0,0,1,0,0,0,1,"9-3"
8,1968,"Julio Cesar Mendez Montenegro","kidnap",0,0,0,0,0,0,1,"15-4"
8,1984,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"7-4"
10,1971,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"7-6"
12,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"6-14"
12,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,1,0,1,"20-3"
8,1971,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"7-4"
7,1986,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"7-1"
11,1962,"Miguel Ramon Ydigoras Fuentes","disapp",0,0,0,0,0,0,1,"7-4"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"12-3"
10,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"20-8"
10,1991,"Jorge Serrano Elias","kidnap",0,0,0,0,0,0,1,"20-8"
11,1978,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"20-3"
6,1994,"Ramiro de Leon Carpio","killed",0,0,0,0,0,0,1,"20-7"
3,1994,"Ramiro de Leon Carpio","killed",0,1,0,0,0,0,1,"12-8"
4,1986,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"20-6"
5,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-21"
6,1983,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"12-7"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,1,1,"12-14"
10,1984,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"7-4"
8,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"7-4"
5,1974,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"13-5"
3,1962,"Miguel Ramon Ydigoras Fuentes","injured",0,0,0,1,0,0,1,"7-4"
9,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-14"
2,1973,"Carlos Manuel Arana Osorio","disapp",0,0,0,0,0,0,1,"7-4"
6,1983,"Efrain Rios Montt Schaad","kidnap",0,1,0,0,0,0,1,"17-14"
8,1989,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"7-4"
9,1989,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"7-4"
8,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"17-24"
8,1991,"Jorge Serrano Elias","kidnap",0,0,0,0,0,0,1,"17-21"
7,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"13-5"
8,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"17-18"
4,1986,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"20-6"
1,1983,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"7-4"
12,1986,"Vinicio Cerezo Arevalo","disapp_dead",0,0,0,0,0,0,1,"7-4"
12,1986,"Vinicio Cerezo Arevalo","disapp_dead",0,0,0,0,0,0,1,"6-1"
7,1981,"Fernando Romeo Lucas Garcia","kidnap",0,0,1,0,0,0,1,"6-6"
2,1972,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-18"
9,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"17-14"
12,1987,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"7-4"
8,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"17-18"
1,1964,"Enrique Peralta Azurdia","disapp",0,0,0,0,0,0,2,"7-4"
4,1986,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"20-6"
4,1986,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"20-6"
7,1993,"Ramiro de Leon Carpio","killed",0,0,0,0,0,0,1,"20-19"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"2-4"
12,1981,"Fernando Romeo Lucas Garcia","killed",0,1,1,0,0,0,1,"2-4"
6,1981,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"3-6"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"3-6"
6,1977,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
9,1979,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
8,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"9-3"
9,1971,"Carlos Manuel Arana Osorio","kidnap",0,0,0,0,0,0,1,"10-2"
1,1981,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"7-4"
3,1968,"Julio Cesar Mendez Montenegro","kidnap",0,0,0,0,0,0,1,"20-3"
1,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"21-5"
1,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"13-15"
2,1982,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
5,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
1,1964,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"7-4"
11,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"11-5"
6,1993,"Ramiro de Leon Carpio","killed",0,0,0,0,0,0,1,"18-1"
6,1983,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-14"
3,1992,"Jorge Serrano Elias","disapp",0,0,0,0,0,0,1,"6-1"
10,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
11,1988,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"3-8"
11,1986,"Vinicio Cerezo Arevalo","injured",0,0,0,0,0,0,1,"7-4"
8,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"22-3"
1,1983,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"7-4"
1,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-1"
3,1961,"Miguel Ramon Ydigoras Fuentes","disapp",0,0,0,0,0,0,1,"7-4"
12,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-14"
12,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-14"
12,1990,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"19-18"
4,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"3-6"
1,1990,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"11-8"
1,1990,"Vinicio Cerezo Arevalo","kidnap",0,0,0,1,0,0,1,"7-4"
4,1977,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"18-12"
6,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
11,1983,"Oscar Humberto Mejia Victores","killed",0,0,0,0,0,0,1,"7-4"
9,1971,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"18-4"
2,1988,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"18-4"
4,1989,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"12-7"
4,1989,"Vinicio Cerezo Arevalo","kidnap",0,1,0,0,0,0,1,"12-7"
5,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
11,1981,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"3-11"
5,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"3-11"
11,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"7-4"
11,1988,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"7-4"
9,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"8-5"
12,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"8-15"
12,1967,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"6-1"
4,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"8-6"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-14"
11,1993,"Ramiro de Leon Carpio","killed",0,0,0,0,0,0,1,"15-5"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"12-4"
11,1989,"Vinicio Cerezo Arevalo","injured",0,0,0,0,0,0,1,"20-7"
2,1989,"Vinicio Cerezo Arevalo","injured",0,0,0,0,0,0,1,"17-1"
10,1978,"Fernando Romeo Lucas Garcia","killed",0,0,0,1,0,0,1,"7-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"14-9"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"8-15"
6,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"8-15"
6,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-2"
3,1983,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"8-15"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"7-4"
6,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"14-5"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,1,0,0,0,1,"14-5"
4,1962,"Miguel Ramon Ydigoras Fuentes","killed",0,0,0,1,0,0,1,"17-24"
6,1993,"Ramiro de Leon Carpio","killed",0,0,0,0,0,0,1,"20-15"
6,1981,"Fernando Romeo Lucas Garcia","kidnap",0,1,0,0,0,0,1,"8-5"
6,1981,"Fernando Romeo Lucas Garcia","tortured",0,1,0,0,0,0,1,"8-5"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"8-15"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"12-4"
3,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
2,1984,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"7-4"
1,1982,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"3-10"
6,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-17"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-17"
6,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"14-4"
7,1983,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"7-4"
1,1983,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"7-4"
4,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"22-11"
6,1992,"Jorge Serrano Elias","killed",0,1,0,0,0,0,1,"20-10"
8,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"6-6"
12,1979,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"7-4"
8,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"14-5"
4,1983,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"7-4"
6,1984,"Oscar Humberto Mejia Victores","disapp",0,1,1,0,0,0,1,"8-19"
8,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"19-2"
9,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"22-11"
1,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"13-5"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"2-4"
1,1980,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"8-20"
11,1983,"Oscar Humberto Mejia Victores","disapp",0,0,0,0,0,0,1,"19-8"
2,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"8-8"
8,1982,"Efrain Rios Montt Schaad","kidnap",0,0,0,0,0,0,1,"19-2"
10,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"8-5"
5,1963,"Enrique Peralta Azurdia","killed",0,0,0,0,0,0,1,"3-7"
7,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-5"
9,1990,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"20-19"
2,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"8-15"
8,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"14-5"
10,1982,"Efrain Rios Montt Schaad","killed",0,0,1,0,0,0,1,"8-15"
8,1991,"Jorge Serrano Elias","killed",0,0,0,0,0,0,1,"14-5"
7,1982,"Efrain Rios Montt Schaad","kidnap",0,1,0,0,0,0,1,"14-5"
9,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"15-5"
5,1977,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"20-19"
1,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"8-15"
10,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"8-6"
7,1968,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"13-4"
2,1975,"Kjell Eugenio Laugerud Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1974,"Carlos Manuel Arana Osorio","killed",0,0,0,0,0,0,1,"10-3"
11,1961,"Miguel Ramon Ydigoras Fuentes","injured",0,0,0,0,0,0,1,"7-16"
5,1984,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"7-4"
