"n_mon","n_year","n_rgim","n_type","p_civ","p_arm","p_pac","p_pol","p_par","p_urn","c_tot","id"
6,1981,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"8-1"
5,1983,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"14-2"
6,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-2"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-19"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"14-2"
6,1985,"Oscar Humberto Mejia Victores","killed",0,1,1,0,0,0,1,"14-19"
11,1983,"Oscar Humberto Mejia Victores","killed",0,0,0,0,0,0,1,"14-10"
7,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"1-3"
9,1983,"Oscar Humberto Mejia Victores","killed",0,0,0,0,0,0,1,"7-4"
6,1981,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"2-4"
12,1981,"Fernando Romeo Lucas Garcia","kidnap",0,1,0,0,0,0,1,"14-2"
10,1982,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"7-16"
7,1985,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"13-15"
8,1990,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"14-2"
5,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
9,1992,"Jorge Serrano Elias","killed",0,1,0,0,0,0,1,"16-4"
8,1990,"Vinicio Cerezo Arevalo","kidnap",0,1,0,0,0,0,1,"14-2"
2,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"1-2"
12,1987,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"7-4"
9,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
9,1984,"Oscar Humberto Mejia Victores","tortured",0,1,0,0,0,0,1,"14-10"
6,1990,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"14-2"
4,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"17-11"
11,1987,"Vinicio Cerezo Arevalo","killed",0,1,1,0,0,0,1,"14-2"
12,1969,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"8-19"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"2-4"
7,1982,"Efrain Rios Montt Schaad","tortured",0,1,0,0,0,0,1,"2-4"
1,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"20-3"
3,1976,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
3,1976,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-2"
7,1980,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"7-6"
6,1986,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"14-2"
9,1992,"Jorge Serrano Elias","killed",0,1,0,0,0,0,1,"16-4"
7,1982,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"14-19"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-2"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-2"
1,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
1,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
1,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
6,1980,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
6,1991,"Jorge Serrano Elias","killed",0,1,1,0,0,0,1,"14-2"
1,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"8-3"
6,1983,"Efrain Rios Montt Schaad","kidnap",0,1,0,0,0,0,1,"9-5"
4,1983,"Efrain Rios Montt Schaad","killed",0,1,1,0,0,0,1,"14-9"
7,1984,"Oscar Humberto Mejia Victores","killed",0,1,1,0,0,0,1,"14-9"
10,1983,"Oscar Humberto Mejia Victores","kidnap",0,0,0,0,0,0,1,"7-4"
6,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-19"
6,1984,"Oscar Humberto Mejia Victores","killed",0,0,0,0,0,0,1,"14-17"
6,1980,"Fernando Romeo Lucas Garcia","killed",0,1,1,0,0,0,1,"1-13"
5,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"3-5"
7,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"8-28"
1,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"8-3"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"12-1"
12,1987,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"7-4"
12,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-5"
1,1968,"Julio Cesar Mendez Montenegro","kidnap",0,0,0,0,0,0,1,"6-1"
6,1975,"Kjell Eugenio Laugerud Garcia","kidnap",0,0,0,0,0,0,1,"12-6"
1,1970,"Julio Cesar Mendez Montenegro","killed",0,0,0,0,0,0,1,"7-4"
11,1986,"Vinicio Cerezo Arevalo","injured",0,0,0,0,0,0,1,"7-4"
6,1981,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"12-14"
9,1963,"Enrique Peralta Azurdia","killed",0,1,0,1,0,0,1,"8-18"
12,1981,"Fernando Romeo Lucas Garcia","injured",0,1,0,0,0,0,1,"14-5"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-19"
6,1983,"Efrain Rios Montt Schaad","killed",0,0,0,0,0,0,1,"14-10"
8,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,2,"14-5"
6,1980,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"2-4"
9,1979,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-13"
12,1987,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"16-9"
9,1991,"Jorge Serrano Elias","disapp_dead",0,0,0,0,0,0,3,"17-28"
12,1987,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"16-9"
6,1990,"Vinicio Cerezo Arevalo","kidnap",0,0,0,0,0,0,1,"7-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-2"
4,1983,"Efrain Rios Montt Schaad","disapp",0,0,0,0,0,0,1,"7-4"
6,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-2"
6,1986,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"7-4"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"20-19"
6,1986,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"14-2"
5,1988,"Vinicio Cerezo Arevalo","killed",0,1,1,0,0,0,1,"14-2"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"20-19"
7,1980,"Fernando Romeo Lucas Garcia","disapp",0,0,0,0,0,0,1,"7-6"
6,1992,"Jorge Serrano Elias","killed",0,1,1,0,0,0,1,"14-2"
7,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"9-3"
5,1969,"Julio Cesar Mendez Montenegro","disapp",0,0,0,0,0,0,1,"3-3"
9,1988,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"7-17"
5,1993,"Jorge Serrano Elias","kidnap",0,0,0,0,0,0,1,"7-4"
10,1971,"Carlos Manuel Arana Osorio","kidnap",0,1,0,0,0,0,1,"7-4"
5,1971,"Carlos Manuel Arana Osorio","kidnap",0,0,0,1,0,0,1,"17-13"
5,1971,"Carlos Manuel Arana Osorio","kidnap",0,0,0,1,0,0,1,"17-13"
3,1966,"Enrique Peralta Azurdia","kidnap",0,0,0,1,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-6"
1,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
3,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
3,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-6"
1,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
2,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
2,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
2,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
3,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
3,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
3,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
2,1979,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
2,1979,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
2,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
2,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
2,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
7,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
10,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
11,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,1,1,"7-4"
11,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,1,1,"7-4"
11,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,1,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,1,0,7,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
9,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
9,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
9,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
9,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
10,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
10,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,1,1,"7-4"
10,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,1,1,"7-4"
11,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
11,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
11,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
11,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
12,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
12,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
12,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
9,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
8,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
9,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-2"
9,1979,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,2,"7-4"
9,1979,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,2,"7-4"
9,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
12,1979,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1980,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"7-4"
1,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
1,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,1,0,0,6,"7-4"
2,1980,"Fernando Romeo Lucas Garcia","injured",0,1,0,0,0,0,1,"7-4"
2,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
2,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
2,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-6"
2,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-6"
2,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,2,"7-6"
2,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,2,"7-6"
2,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
3,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-6"
3,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
3,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,3,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,6,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,2,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,10,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","kidnap",0,0,0,0,0,0,1,"7-4"
4,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,2,"7-4"
5,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,2,"7-4"
5,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,2,"7-4"
5,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
5,1980,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"7-4"
10,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
10,1984,"Oscar Humberto Mejia Victores","tortured",0,1,0,0,0,0,1,"14-10"
10,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,9,"14-10"
10,1984,"Oscar Humberto Mejia Victores","tortured",0,1,0,0,0,0,9,"14-10"
10,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,5,"14-10"
10,1984,"Oscar Humberto Mejia Victores","tortured",0,1,0,0,0,0,5,"14-10"
10,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,5,"14-10"
10,1984,"Oscar Humberto Mejia Victores","tortured",0,1,0,0,0,0,5,"14-10"
10,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,9,"14-10"
10,1984,"Oscar Humberto Mejia Victores","tortured",0,1,0,0,0,0,9,"14-10"
10,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
10,1984,"Oscar Humberto Mejia Victores","tortured",0,1,0,0,0,0,1,"14-10"
10,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
10,1984,"Oscar Humberto Mejia Victores","tortured",0,1,0,0,0,0,1,"14-10"
10,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
10,1984,"Oscar Humberto Mejia Victores","tortured",0,1,0,0,0,0,1,"14-10"
6,1989,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,1,"14-10"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,4,"14-10"
6,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,4,"14-10"
6,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
6,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
9,1989,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"14-2"
6,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
6,1990,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"14-2"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,0,0,0,0,0,1,"14-10"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,3,"14-10"
6,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
9,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
9,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
9,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
10,1990,"Vinicio Cerezo Arevalo","killed",0,0,0,0,0,0,4,"14-2"
10,1993,"Ramiro de Leon Carpio","killed",0,1,0,0,0,0,7,"8-1"
10,1993,"Ramiro de Leon Carpio","tortured",0,1,0,0,0,0,7,"8-1"
10,1993,"Ramiro de Leon Carpio","killed",0,1,0,0,0,0,1,"8-1"
10,1993,"Ramiro de Leon Carpio","tortured",0,1,0,0,0,0,1,"8-1"
10,1987,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,6,"14-2"
6,1985,"Oscar Humberto Mejia Victores","killed",0,0,0,0,0,0,2,"14-17"
6,1989,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,2,"14-2"
6,1989,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,1,"14-2"
6,1989,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,2,"14-2"
2,1987,"Vinicio Cerezo Arevalo","kidnap",0,1,0,0,0,0,1,"14-2"
2,1987,"Vinicio Cerezo Arevalo","kidnap",0,1,0,0,0,0,3,"14-2"
2,1987,"Vinicio Cerezo Arevalo","kidnap",0,1,0,0,0,0,1,"14-2"
4,1984,"Oscar Humberto Mejia Victores","killed",0,0,1,0,0,0,1,"14-2"
4,1984,"Oscar Humberto Mejia Victores","killed",0,0,1,0,0,0,19,"14-17"
5,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
6,1986,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,2,"14-2"
4,1984,"Oscar Humberto Mejia Victores","killed",0,1,1,0,0,0,7,"14-10"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,5,"14-10"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,22,"14-10"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,2,"14-10"
6,1982,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,1,"14-10"
3,1983,"Efrain Rios Montt Schaad","killed",0,1,0,0,0,0,123,"14-2"
2,1985,"Oscar Humberto Mejia Victores","killed",0,1,1,0,0,0,2,"14-2"
2,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,37,"14-10"
1,1989,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,2,"14-2"
6,1987,"Vinicio Cerezo Arevalo","killed",0,1,0,0,0,0,7,"14-2"
9,1986,"Vinicio Cerezo Arevalo","killed",0,1,1,0,0,0,28,"14-2"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
6,1979,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,1,"14-10"
4,1981,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,2,"14-10"
2,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,20,"14-10"
2,1982,"Fernando Romeo Lucas Garcia","killed",0,1,0,0,0,0,200,"14-17"
3,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
6,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
6,1984,"Oscar Humberto Mejia Victores","killed",0,1,0,0,0,0,1,"14-10"
6,1984,"Oscar Humberto Mejia Victores","tortured",0,1,0,0,0,0,1,"14-10"
